reviews,reviews_clean,labels,labels_name
"The chips that came out were dripping with grease, and mostly not edible.",chip came drip grease mostli not edible,0,Bad
I wasn't really impressed with Strip Steak.,wa not realli impress strip steak,0,Bad
Have been going since 2007 and every meal has been awesome!!,go sinc everi meal ha awesome,1,Good
Our server was very nice and attentive as were the other serving staff.,server wa veri nice attent serv staff,1,Good
The cashier was friendly and even brought the food out to me.,cashier wa friendli even brought food,1,Good
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,work hospit industri paradis valley refrain recommend cibo ani longer,0,Bad
The atmosphere here is fun.,atmospher fun,1,Good
Would not recommend to others.,would not recommend others,0,Bad
"Service is quick and even ""to go"" orders are just like we like it!",servic quick even go order like like,1,Good
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",mean really get famou fish chip terrible,0,Bad
"That said, our mouths and bellies were still quite pleased.",said mouth belli still quit pleased,1,Good
Not my thing.,not thing,0,Bad
2 Thumbs Up!!,thumb,1,Good
If you are reading this please don't go there.,read thi pleas not go,0,Bad
"I loved the grilled pizza, reminded me of legit Italian pizza.",love grill pizza remind legit italian pizza,1,Good
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,onli pro larg seat area nice bar area great simpl drink menu best brick oven pizza homemad dough,1,Good
They have a really nice atmosphere.,realli nice atmosphere,1,Good
Tonight I had the Elk Filet special...and it sucked.,tonight elk filet special sucked,0,Bad
"After one bite, I was hooked.",one bite wa hooked,1,Good
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,order old classic new dish go time sore disappoint everything,0,Bad
"Cute, quaint, simple, honest.",cute quaint simple honest,1,Good
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,chicken wa delici season perfect fri outsid moist chicken inside,1,Good
"The food was great as always, compliments to the chef.",food wa great always compliment chef,1,Good
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,special thank dylan recommend order yummi tummy,1,Good
Awesome selection of beer.,awesom select beer,1,Good
Great food and awesome service!,great food awesom service,1,Good
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",one nice thing wa ad gratuiti bill sinc parti wa larger not expect tip,1,Good
A FLY was in my apple juice.. A FLY!!!!!!!!,fli wa appl juice fly,0,Bad
The Han Nan Chicken was also very tasty.,han nan chicken wa also veri tasty,1,Good
"As for the service, I thought it was good.",service thought wa good,1,Good
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",food wa bare lukewarm must sit wait server bring us,0,Bad
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,ryan bar definit one edinburgh establish not revisiting,0,Bad
Nicest Chinese restaurant I've been in a while.,nicest chines restaur,1,Good
"Overall, I like there food and the service.",overall like food service,1,Good
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,also serv indian naan bread hummu spici pine nut sauc wa thi world,1,Good
"Probably never coming back, and wouldn't recommend it.",probabl never come back would not recommend,0,Bad
"Friend's pasta -- also bad, he barely touched it.",friend pasta also bad bare touch,0,Bad
"Try them in the airport to experience some tasty food and speedy, friendly service.",tri airport experi tasti food speedy friendli service,1,Good
I love the decor with the Chinese calligraphy wall paper.,love decor chines calligraphi wall paper,1,Good
Never had anything to complain about here.,never anyth complain,1,Good
The restaurant is very clean and has a family restaurant feel to it.,restaur veri clean ha famili restaur feel,1,Good
It was way over fried.,wa way fried,0,Bad
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,not sure long stood wa long enough begin feel awkwardli place,0,Bad
"When I opened the sandwich, I was impressed, but not in a good way.",open sandwich wa impressed not good way,0,Bad
Will not be back!,not back,0,Bad
There was a warm feeling with the service and I felt like their guest for a special treat.,wa warm feel servic felt like guest special treat,1,Good
An extensive menu provides lots of options for breakfast.,extens menu provid lot option breakfast,1,Good
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",alway order vegetarian menu dure dinner ha wide array option choos,1,Good
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",watch price inflate portion get smaller manag attitud grow rapidly,0,Bad
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,wonder lil tapa ambienc made feel warm fuzzi inside,1,Good
"I got to enjoy the seafood salad, with a fabulous vinegrette.",got enjoy seafood salad fabul vinegrette,1,Good
"The wontons were thin, not thick and chewy, almost melt in your mouth.",wonton thin not thick chewy almost melt mouth,1,Good
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",level spici wa perfect spice not overwhelm soup,1,Good
We were sat right on time and our server from the get go was FANTASTIC!,sat right time server get go wa fantastic,1,Good
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",main thing not enjoy crowd older crowd around mid,0,Bad
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",thi side town thi definit spot hit,1,Good
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,wait minut get drink longer get arepas,0,Bad
This is a GREAT place to eat!,thi great place eat,1,Good
The jalapeno bacon is soooo good.,jalapeno bacon soooo good,1,Good
The service was poor and thats being nice.,servic wa poor nice,0,Bad
"Food was good, service was good, Prices were good.",food wa good servic wa good price good,1,Good
The place was not clean and the food oh so stale!,place wa not clean food oh stale,0,Bad
"The chicken dishes are OK, the beef is like shoe leather.",chicken dish ok beef like shoe leather,0,Bad
But the service was beyond bad.,servic wa beyond bad,0,Bad
"I'm so happy to be here!!!""",happi,1,Good
Tasted like dirt.,tast like dirt,0,Bad
One of the few places in Phoenix that I would definately go back to again .,one place phoenix would defin go back,1,Good
The block was amazing.,block wa amazing,1,Good
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",close house lowkey nonfancy afford prices good food,1,Good
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,hot sour egg flower soup absolut stars,1,Good
My sashimi was poor quality being soggy and tasteless.,sashimi wa poor qualiti soggi tasteless,0,Bad
Great time - family dinner on a Sunday night.,great time famili dinner sunday night,1,Good
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",food not tasti not say real tradit hunan style,0,Bad
"What did bother me, was the slow service.",bother wa slow service,0,Bad
The flair bartenders are absolutely amazing!,flair bartend absolut amazing,1,Good
Their frozen margaritas are WAY too sugary for my taste.,frozen margarita way sugari taste,0,Bad
These were so good we ordered them twice.,good order twice,1,Good
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,nutshell restaraunt smell like combin dirti fish market sewer,0,Bad
My girlfriend's veal was very bad.,girlfriend veal wa veri bad,0,Bad
"Unfortunately, it was not good.",unfortunately wa not good,0,Bad
I had a pretty satifying experience.,pretti satifi experience,1,Good
Join the club and get awesome offers via email.,join club get awesom offer via email,1,Good
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",perfect someon onli like beer ice cold thi case even colder,1,Good
Bland and flavorless is a good way of describing the barely tepid meat.,bland flavorless good way describ bare tepid meat,0,Bad
"The chains, which I'm no fan of, beat this place easily.",chains no fan beat thi place easily,0,Bad
The nachos are a MUST HAVE!,nacho must,1,Good
We will not be coming back.,not come back,0,Bad
"I don't have very many words to say about this place, but it does everything pretty well.",not veri mani word say thi place doe everyth pretti well,1,Good
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",staff super nice veri quick even crazi crowd downtown juries lawyers court staff,1,Good
